R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,education,major
3,3,1,2,2,2,2,2,2,4,5,4,4,4,4,4,2,3,3,3,4,3,4,4,4,5,2,3,3,3,3,3,1,1,2,2,3,2,3,1,1,1,2,2,3,3,2,2,4,VIsual COmmunication
1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,3,5,2,2,4,1,1,1,1,3,3,4,5,5,5,4,1,3,3,2,4,3,2,4,3,3,Fashion merchandising 
1,1,1,1,1,1,1,1,3,4,4,5,5,3,4,4,4,1,1,4,1,5,1,1,1,1,1,1,2,2,1,1,1,4,5,1,3,4,3,3,1,3,4,1,4,2,2,2,2,Business
4,1,3,3,2,2,2,1,5,5,5,3,5,5,5,4,1,4,5,4,4,3,3,3,1,4,3,3,3,3,3,3,4,3,3,4,4,5,2,3,2,1,1,3,3,2,1,3,2,i dont know
3,2,1,1,1,2,1,1,5,2,4,4,5,1,3,1,2,5,2,2,1,3,2,1,2,5,1,3,5,1,5,5,1,5,2,5,3,3,1,2,3,2,1,5,1,2,1,2,2,Kesehatan
1,3,2,3,1,2,2,1,3,3,3,2,1,1,1,1,4,5,2,4,4,3,2,4,4,3,1,4,4,3,4,2,2,2,1,2,2,1,3,4,2,1,2,1,1,2,1,1,3,Performance Arts 
5,1,1,1,1,2,2,2,5,3,4,5,5,3,3,3,3,5,3,5,5,5,2,4,5,4,5,3,5,3,5,5,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,Human Resource management
1,1,1,1,1,4,1,2,3,3,4,1,3,4,1,1,4,1,1,1,1,4,1,1,3,4,1,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,4,Occupational therapy
1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,5,5,1,1,1,5,1,1,1,5,5,3,1,3,1,5,5,5,1,1,1,5,1,5,5,1,1,1,1,3,Tourism Management
3,2,1,3,2,3,3,2,4,4,3,3,4,4,5,3,5,5,3,3,3,5,3,5,3,5,3,3,5,3,4,4,4,3,5,3,5,4,4,5,5,3,4,4,4,3,4,4,2,PSYCHOLOGY
3,3,4,3,2,2,3,2,3,4,4,3,4,5,3,4,3,3,3,4,4,4,4,3,4,4,4,3,5,4,4,3,4,3,3,2,5,4,2,2,2,3,1,3,2,2,2,3,2,law
5,1,1,5,2,1,5,1,2,3,1,2,1,1,1,1,1,1,1,5,2,3,5,1,3,2,3,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,4,3,2,1,1,1,2,information technology
5,1,5,1,1,1,2,1,3,3,4,3,3,3,1,1,1,2,1,1,1,4,1,1,4,5,3,2,4,4,2,4,5,3,5,1,5,2,3,1,5,4,5,5,4,5,5,5,2,accounting/business 
4,3,3,4,3,4,4,4,4,3,3,3,3,3,5,3,2,4,4,4,4,4,3,5,4,4,4,5,5,5,5,4,3,4,4,4,4,5,4,5,4,4,5,5,5,5,5,5,3,human resource
1,1,1,2,1,1,1,1,2,2,1,3,1,1,1,1,2,2,2,2,2,1,2,1,4,2,2,2,3,1,1,2,2,2,3,2,2,1,1,1,2,1,2,2,2,1,2,1,4,psychology
3,1,1,2,1,1,2,1,4,4,4,4,4,4,4,3,1,4,4,4,5,4,3,2,4,5,4,4,5,5,5,4,3,3,3,4,4,4,4,4,1,3,3,3,2,3,2,3,3,Psychology
2,2,1,2,1,2,2,2,3,2,3,3,2,1,2,1,4,3,5,4,5,5,2,5,4,3,4,4,5,5,5,4,1,2,3,3,4,3,3,4,3,2,2,3,3,3,3,4,2,Spanish
1,3,1,2,1,1,1,1,3,4,4,4,3,4,3,4,3,4,4,3,4,3,2,5,4,4,5,5,5,5,5,5,2,3,4,3,4,4,3,5,4,1,3,3,4,4,3,3,2,Maths and Psychology
3,1,1,1,1,1,1,1,1,3,3,1,1,3,1,1,5,4,3,5,3,5,1,3,5,5,4,3,5,5,5,5,1,1,0,1,5,3,1,3,1,1,1,3,1,1,1,1,3,Human Resource Management
3,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,3,3,3,3,1,4,3,4,4,3,3,3,4,4,4,4,2,3,3,5,4,3,5,4,4,4,4,4,3,4,4,3,Social Science
2,3,2,2,3,3,3,4,3,4,4,3,4,4,4,3,5,4,3,5,2,4,4,5,4,4,4,2,5,4,5,4,2,2,2,1,2,4,2,3,2,3,4,3,3,4,3,4,2,Psychology
2,1,2,1,1,1,1,1,4,4,4,2,2,4,2,1,3,3,3,3,3,4,4,2,4,3,4,4,4,4,3,2,1,1,2,3,3,1,2,1,1,1,1,1,1,1,1,1,3,Psychology
4,3,2,1,2,3,2,3,5,2,4,4,4,4,4,2,4,3,3,5,3,5,5,4,5,2,3,5,5,3,5,2,2,1,5,4,5,3,5,1,1,3,2,4,4,3,2,1,2,management
2,2,2,3,2,3,3,3,3,4,3,3,2,3,4,4,2,5,4,2,4,3,4,4,5,5,5,3,5,4,5,5,1,3,2,3,4,3,3,3,2,2,2,3,2,2,2,3,3,History and Women Studies
3,4,1,3,1,4,1,1,5,5,2,3,1,4,1,4,1,1,5,4,4,4,1,5,4,3,3,4,5,5,5,3,1,4,2,1,4,5,3,5,1,3,1,3,1,3,1,3,2,interior design
3,4,1,3,2,4,4,3,1,1,2,1,1,4,1,1,5,5,5,4,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,4,5,5,3,5,4,5,4,4,4,4,3,4,3,Hospitality&Tourism Mgmt
4,3,1,4,1,4,4,1,4,3,2,4,3,2,3,3,3,4,4,4,5,3,3,3,5,5,4,4,4,4,4,2,2,1,5,4,5,5,1,5,1,4,3,3,4,3,1,2,3,Anthropology
1,1,1,1,1,1,1,1,1,4,3,1,1,2,1,1,4,3,1,3,1,3,2,3,3,5,5,5,5,5,5,4,2,3,2,2,2,2,2,3,3,2,1,3,1,1,1,2,3,Human relations
5,2,1,1,1,2,2,4,5,5,5,5,5,5,5,4,4,1,1,2,3,5,1,1,5,5,5,5,3,1,1,5,1,1,5,4,3,5,4,5,1,1,1,5,1,1,1,3,2,Veterinary 
3,1,1,2,1,1,1,1,4,3,3,3,3,3,3,2,1,1,2,1,1,2,1,1,3,3,2,2,3,3,3,3,2,2,3,2,4,3,1,2,4,4,4,4,4,4,3,4,2,medical coding and reimbursement
3,5,1,3,3,5,4,5,4,3,4,4,3,3,4,4,3,3,5,4,2,5,2,5,5,4,3,3,3,4,5,3,4,3,4,3,5,2,3,3,3,3,3,2,4,3,1,2,3,Graphic Design
3,1,1,2,1,2,2,1,5,1,1,1,4,1,4,1,1,1,2,1,1,1,1,1,5,3,4,4,4,3,4,4,1,2,3,4,3,4,2,1,2,4,4,4,1,4,2,4,3,business administration
2,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,5,5,3,4,5,3,2,5,2,4,1,3,4,5,4,4,1,4,2,2,3,5,2,3,1,2,1,1,1,1,1,3,2,mass communicatiom
1,4,1,1,1,4,1,4,1,4,5,1,1,4,1,3,2,2,5,3,4,4,2,4,5,5,5,3,5,3,4,4,1,1,3,3,3,1,2,3,3,2,2,2,1,1,2,2,3,Textile Design
3,1,1,1,1,3,1,2,4,2,2,4,2,3,1,2,2,4,4,3,2,2,4,4,5,3,2,4,4,2,2,3,2,2,4,4,4,3,3,3,1,1,1,2,2,2,1,1,4,food science
2,2,1,2,1,2,1,2,3,1,2,1,1,2,1,2,1,3,3,2,1,2,2,3,2,1,1,2,1,1,1,1,2,2,4,1,4,2,3,3,4,3,4,4,3,1,2,3,4,engineer
1,1,1,1,1,1,1,1,4,4,4,1,3,4,2,2,1,1,1,1,1,1,1,1,4,3,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,psychology
4,2,2,2,2,1,2,1,2,5,5,1,4,3,1,1,5,5,3,4,5,5,3,4,5,5,5,3,5,4,3,3,1,3,5,4,3,4,1,5,4,5,5,5,2,4,2,5,2,Psychology
3,3,3,3,3,4,1,3,4,4,4,2,3,3,3,3,1,2,4,2,2,2,2,3,4,4,4,4,5,3,4,1,1,3,3,3,3,2,2,2,1,2,1,1,1,3,1,1,3,Urban Studies
3,1,2,2,1,3,1,3,2,5,4,2,3,2,1,4,5,5,4,4,5,4,2,4,2,5,1,2,4,4,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,4,Psychology
3,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,4,1,2,2,2,3,2,1,1,2,1,1,1,2,2,3,1,2,2,1,1,2,1,2,3,Communications
2,1,1,1,1,1,3,1,5,3,1,5,3,3,5,1,1,1,1,2,1,1,1,1,3,5,5,5,5,4,4,5,1,2,2,1,1,1,1,2,1,3,4,1,3,1,1,3,2,nursing
3,1,1,1,1,1,1,1,4,3,3,4,1,3,1,1,1,1,1,1,1,4,1,1,5,5,5,5,5,4,5,5,1,3,3,1,4,4,1,1,1,1,1,1,4,4,1,1,2,Business
3,3,1,1,1,4,3,4,4,4,4,3,3,4,4,4,4,3,3,3,3,4,4,4,3,3,2,1,2,2,2,3,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,1,3,general studies
2,4,4,1,1,4,1,4,2,5,5,4,4,4,3,4,1,1,3,4,1,5,1,5,3,4,4,3,5,4,4,4,1,4,2,2,4,2,4,4,1,2,1,2,4,1,1,1,2,Design
1,2,1,1,2,1,2,2,1,4,3,4,4,4,4,1,5,4,3,5,5,5,4,4,4,4,3,5,4,3,5,4,1,2,4,3,3,3,3,4,3,3,3,3,2,4,3,3,3,communications
3,1,3,1,1,1,2,4,1,1,1,1,1,1,1,2,1,1,3,1,2,1,1,3,4,2,1,2,2,2,1,3,4,2,5,1,5,5,5,5,3,1,1,5,2,3,3,3,3,business management
2,1,3,1,1,1,3,1,5,1,1,4,4,1,4,1,3,3,3,1,1,1,1,1,5,3,5,4,5,2,1,2,1,3,1,3,4,4,1,2,2,2,2,4,3,1,1,1,3,Psychology
2,4,1,3,2,3,1,3,4,4,4,3,3,5,3,4,4,4,4,4,4,4,4,3,4,4,3,5,4,4,4,2,1,3,3,3,4,2,3,3,1,1,1,1,2,3,1,1,4,Psychology
4,3,3,4,4,4,3,2,1,1,2,2,2,1,2,2,1,3,3,1,2,2,1,2,3,2,2,1,2,2,2,2,1,2,2,1,3,2,1,3,2,3,3,2,2,4,2,3,2,engineering
4,1,1,4,2,3,2,2,2,4,3,4,3,3,2,3,3,2,2,3,3,4,2,2,4,2,2,4,2,2,2,2,2,2,4,2,4,2,3,2,3,2,4,4,4,4,3,3,4,counseling
1,1,1,1,1,2,1,1,4,3,3,4,3,2,3,2,4,4,1,4,4,3,4,3,4,5,3,5,4,2,3,3,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,4,psychology
3,4,5,4,3,3,3,3,3,5,5,4,4,4,3,4,3,2,4,2,3,2,4,2,3,3,4,4,3,4,3,2,4,2,3,4,5,3,4,3,4,3,4,4,3,1,3,3,2,HR
1,1,3,4,1,4,2,1,5,5,5,5,5,5,4,5,1,2,3,2,1,1,4,4,3,2,1,4,2,1,1,1,1,2,3,2,4,3,2,1,2,3,4,3,4,4,3,3,3,biology
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,5,1,1,1,5,5,1,3,3,1,1,1,3,1,1,3,5,1,3,1,1,1,1,1,1,3,1,1,4,Project Management
1,1,1,1,1,1,1,1,4,2,4,5,4,4,3,1,1,2,1,1,2,2,1,3,3,5,5,1,5,5,4,4,1,5,5,1,4,5,1,4,2,2,1,3,1,2,2,1,3,Pschology
3,1,3,2,5,2,3,3,4,3,3,3,3,3,2,4,2,3,5,3,3,4,3,3,5,4,4,4,5,5,5,4,4,4,4,5,3,5,4,5,4,4,4,5,3,5,5,4,3,human resource management
5,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,Psychology
2,2,1,2,2,1,2,3,3,1,1,2,2,1,1,1,1,1,4,1,1,2,2,2,3,2,2,4,4,4,2,2,3,2,4,3,5,4,5,3,3,3,3,4,5,4,5,4,2,Business Administration
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,Art
1,1,1,1,1,1,2,1,5,5,5,4,5,4,4,1,1,3,3,2,3,3,2,3,5,5,5,1,5,4,5,4,4,5,5,1,5,5,2,4,4,4,3,3,2,3,4,4,3,Psychology
1,1,1,1,1,1,1,1,1,4,4,5,3,1,1,1,1,1,1,2,4,3,1,1,5,5,5,4,5,2,2,4,3,1,1,1,1,1,4,2,1,1,1,1,1,1,1,1,4,education 
3,3,1,3,3,4,3,2,1,2,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,5,1,3,3,2,1,2,1,4,3,1,4,3,1,3,3,3,4,3,4,3,3,4,3,mgt & business
1,4,3,4,3,5,4,4,5,4,5,4,5,4,5,4,1,2,4,1,1,1,4,4,3,3,4,4,4,3,4,4,2,2,2,3,4,3,3,3,1,3,2,1,4,4,3,1,3,mechanical engineering
3,2,1,2,1,2,1,1,4,4,4,2,2,3,2,2,1,1,5,1,2,2,2,4,2,5,4,4,4,5,4,3,4,4,4,4,5,4,4,3,4,2,4,5,3,3,4,4,2,Labor & Employment Relations
3,2,2,2,1,2,1,1,4,3,2,2,1,3,2,3,3,4,3,3,4,3,3,3,4,4,4,3,4,2,3,3,3,3,4,1,4,3,2,2,2,3,2,2,3,2,1,1,4,Communications
1,3,2,2,1,2,2,1,4,3,2,3,1,4,1,1,2,3,4,2,5,2,1,3,4,5,3,4,3,4,5,4,2,2,4,4,4,3,3,3,2,3,3,4,4,3,1,2,4,Psychology
3,1,1,0,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5,4,4,4,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,justice studies
5,1,1,1,1,1,4,1,3,1,1,1,1,1,1,4,1,5,2,1,3,5,3,3,3,2,3,1,4,5,1,3,1,1,1,1,5,5,4,4,4,2,1,2,3,4,4,1,2,Business
1,1,1,1,1,1,1,1,5,3,3,1,3,1,2,1,3,3,3,4,1,5,1,1,4,3,4,2,5,5,5,3,1,2,4,4,2,3,4,1,1,1,1,1,1,1,1,1,3,Speech and Hearing Science
3,3,2,2,2,2,2,2,4,4,4,3,2,4,3,3,3,3,2,2,2,3,2,2,5,4,4,3,5,4,3,3,5,4,4,4,5,4,4,3,5,2,3,4,3,4,4,4,2,Psychology
1,3,3,2,1,4,3,1,5,5,5,3,5,5,5,5,4,4,3,3,3,4,1,3,4,4,1,3,2,2,2,2,1,1,2,2,3,2,1,2,1,3,1,1,3,3,1,1,3,science
3,1,1,1,1,3,2,1,4,4,4,1,3,4,3,1,5,5,3,5,5,5,3,3,4,5,5,4,5,3,4,4,3,4,1,1,2,2,3,3,1,2,1,1,1,2,2,1,3,psychology
1,4,2,1,1,3,1,4,3,3,2,3,3,5,3,3,3,4,3,3,1,3,5,3,1,4,5,1,5,3,3,3,1,2,3,1,4,3,3,1,1,2,3,1,2,3,1,1,2,Human Services
1,1,1,1,1,1,1,1,2,4,4,1,1,4,1,2,2,3,4,3,2,3,2,3,4,4,5,4,5,4,2,3,2,2,3,2,4,2,2,2,3,1,1,3,1,1,2,2,2,psychology
3,3,1,3,2,3,3,3,5,4,5,4,4,4,4,4,2,5,4,4,5,5,4,4,4,4,5,5,5,3,4,4,2,2,4,3,4,2,1,3,2,1,1,2,2,3,1,2,3,Pyschology
3,1,1,1,1,1,1,1,5,4,5,5,4,5,4,5,2,1,5,2,4,2,4,5,5,5,3,5,4,2,4,3,1,1,2,2,4,1,3,2,1,1,1,1,3,4,3,1,3,psychology
2,4,3,2,3,4,4,4,5,5,2,2,1,5,2,4,2,1,3,3,5,5,3,4,2,4,2,2,1,2,4,4,1,1,1,1,1,1,1,1,1,2,1,2,3,4,1,2,4,biology
3,1,1,2,1,2,2,2,2,4,2,2,1,3,2,1,1,1,2,4,1,2,2,3,4,4,4,4,5,4,1,2,1,1,3,4,3,3,4,4,1,1,1,2,1,4,1,2,2,Social Services
1,1,1,1,1,1,1,1,5,5,4,5,4,3,3,1,3,4,2,2,2,3,2,2,5,5,5,4,4,1,5,4,2,1,2,1,3,2,1,3,1,2,2,3,2,2,2,1,3,Communication
1,2,3,2,2,2,2,1,5,2,2,5,5,5,5,1,2,2,2,1,2,1,1,1,2,5,5,2,5,2,3,5,2,3,3,2,2,2,1,3,2,3,3,3,3,2,1,3,2,nursing
3,1,5,5,1,1,3,1,5,5,5,2,4,4,5,1,1,1,2,1,1,1,4,1,1,5,3,1,3,3,5,5,1,3,2,1,1,3,2,1,1,3,3,2,1,3,1,1,2,medicine
1,1,1,1,2,1,1,2,4,5,2,1,3,1,1,4,1,1,1,1,4,1,2,5,5,5,5,4,5,4,3,5,1,1,1,2,4,3,2,4,1,1,1,2,1,1,2,1,2,Psychology
1,1,1,1,1,1,1,1,2,3,3,1,1,2,2,2,1,3,4,2,3,1,1,4,3,4,2,2,3,2,3,2,1,2,2,2,2,1,2,3,2,2,2,2,1,3,1,1,3,English
2,2,2,1,1,2,1,2,2,4,4,3,4,4,3,3,3,3,3,4,5,3,3,4,4,4,4,4,5,5,5,4,3,1,3,3,2,2,3,4,3,2,2,3,2,3,3,2,3,psychology
1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,2,2,1,2,5,4,5,1,5,2,1,1,1,1,5,2,4,1,4,4,4,1,1,4,4,2,4,3,2,business
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,Pharmacy
3,1,2,2,2,2,2,1,3,1,2,2,1,1,2,1,1,1,2,1,3,1,2,1,5,4,3,2,4,3,4,2,4,4,4,2,4,4,4,4,2,4,4,4,3,4,4,4,4,business
2,1,1,1,2,1,2,1,5,5,5,5,3,5,2,4,3,3,5,1,2,5,1,2,5,5,5,5,5,5,5,4,2,5,5,4,5,3,5,2,3,3,3,2,1,2,4,3,2,Elementary Education
1,1,1,1,1,1,2,1,5,4,2,3,1,3,2,1,4,4,2,4,4,4,4,4,4,4,2,4,5,4,4,3,2,1,4,4,2,1,2,3,1,2,1,1,1,2,2,1,3,Psychology
2,2,1,2,2,1,2,2,3,2,2,3,2,2,2,2,1,2,4,1,3,2,2,4,4,3,5,2,5,3,4,3,2,2,2,2,2,3,2,3,3,3,2,2,2,3,2,2,2,psychology
2,1,1,1,1,1,1,1,3,4,4,1,1,5,1,2,3,1,5,3,3,5,4,3,4,4,5,5,4,3,2,3,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,2,Nutrition
4,2,2,1,2,1,3,3,5,4,1,3,2,4,4,1,1,1,1,1,2,3,5,1,4,5,1,3,5,1,3,5,4,4,5,4,4,5,4,5,4,3,5,2,4,2,4,4,2,"economy, business and management"
1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,3,2,1,2,3,2,2,2,4,4,1,3,2,3,3,3,4,4,3,4,4,2,2,5,4,5,4,5,5,4,4,3,Accounting
1,1,1,1,1,4,1,2,1,5,4,2,3,3,1,2,2,2,2,4,4,4,2,2,3,4,4,3,3,3,3,1,3,2,1,3,2,2,3,1,1,1,1,2,3,2,1,1,3,English
5,4,1,1,2,2,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,5,3,3,3,5,4,1,5,5,5,3,5,5,3,5,5,4,4,4,4,3,3,5,2,Business
4,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,3,2,2,2,3,2,2,2,3,3,2,2,3,3,2,3,3,2,2,4,3,2,3,3,2,3,2,2,civil engineering
3,3,4,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,5,2,1,1,3,5,1,3,4,3,4,4,2,4,3,1,4,3,4,3,4,3,4,5,5,4,3,3,3,environmental engineering
5,4,2,4,5,3,5,3,5,4,4,3,4,4,4,3,3,4,2,4,4,5,3,4,2,4,4,3,4,4,4,3,1,2,2,3,3,3,2,3,1,3,2,3,3,3,2,3,3,design
2,1,1,2,1,3,2,1,2,3,4,1,3,2,3,1,2,1,1,1,1,4,1,1,5,5,3,3,5,4,5,3,1,3,4,1,3,3,1,2,3,3,3,4,4,5,4,3,3,office management
2,3,3,3,2,2,2,2,3,4,4,4,5,3,3,5,3,4,5,4,5,3,2,5,3,4,3,3,3,2,3,2,2,2,4,3,3,2,3,3,3,3,3,3,4,3,2,3,3,software engineering
4,3,4,0,0,0,0,0,4,5,0,0,0,0,0,0,2,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,botany
4,1,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,3,2,3,5,4,2,2,5,3,4,5,5,4,5,2,5,2,4,3,4,3,3,2,5,3,3,4,3,3,3,5,4,na
1,3,1,1,1,2,1,2,4,5,4,5,4,3,3,1,3,3,1,3,5,4,4,2,5,5,5,4,5,4,4,5,3,3,3,1,4,3,4,2,1,2,2,1,3,2,4,1,3,psychology 
3,1,1,3,2,2,3,2,5,2,4,4,5,3,5,2,2,2,5,2,3,3,1,3,2,3,3,2,2,2,2,2,2,3,4,2,3,3,3,3,2,4,4,2,4,3,2,3,2,biology
3,3,2,1,1,1,1,1,3,3,3,3,3,3,3,3,1,5,3,3,3,2,1,5,5,3,5,5,5,3,5,5,1,3,5,3,5,5,1,5,5,5,5,5,3,5,3,3,4,no
5,1,1,2,1,2,2,1,3,2,2,2,2,1,1,1,2,4,2,4,5,4,4,2,4,4,4,4,4,5,4,3,2,1,5,5,5,4,1,4,5,5,4,5,2,4,3,2,3,Marketing
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,1,1,5,5,5,1,5,5,5,5,5,5,5,1,5,1,1,5,1,1,5,1,5,1,1,5,5,1,5,2,electrical engineering
3,2,2,3,1,2,1,1,1,3,3,3,3,4,3,4,5,4,4,5,5,4,3,3,4,5,3,3,3,5,5,1,4,1,3,3,4,4,4,5,1,2,2,1,2,2,2,1,4,Education
4,1,1,1,1,1,2,2,4,3,3,1,1,3,1,2,5,1,3,1,1,4,2,3,3,5,3,4,4,5,5,5,2,3,4,2,3,4,2,3,2,3,3,3,3,1,2,2,2,Linguistic
3,1,1,3,1,2,3,2,4,3,4,4,4,2,4,2,1,3,5,1,5,2,2,4,1,3,3,3,3,4,2,3,4,1,3,3,2,4,2,4,1,1,3,3,3,3,2,3,4,electronic
3,1,1,3,2,2,1,2,4,4,4,3,4,4,4,4,3,3,5,4,4,5,4,5,5,3,4,3,5,3,4,4,5,5,5,5,5,3,4,5,4,4,4,3,3,3,4,3,3,physical Education
2,1,1,1,1,1,3,1,4,5,4,3,3,1,3,1,3,3,5,4,5,5,2,5,5,4,2,4,4,2,3,4,1,2,2,4,2,2,1,3,2,4,3,4,4,2,1,3,3,art or psychology
3,1,3,2,1,1,1,1,5,5,4,5,5,4,5,3,5,5,3,5,5,5,4,4,5,5,5,5,5,5,5,5,2,2,3,3,3,3,2,3,3,4,4,2,3,3,2,3,2,chemical engineering
3,3,2,1,1,2,1,3,4,3,3,4,4,4,3,4,1,2,4,4,5,4,5,4,2,2,4,4,3,3,4,3,4,2,4,3,3,4,4,4,2,4,3,2,3,3,2,2,3,criminology
2,4,2,3,2,4,2,2,2,4,4,2,1,4,2,1,2,4,5,4,5,0,5,4,4,4,5,2,5,3,3,3,1,3,3,4,4,3,1,2,1,1,1,1,1,3,1,1,3,education
5,3,3,5,3,3,3,3,4,5,3,3,3,3,4,2,1,2,2,2,3,2,1,2,1,2,2,4,2,3,3,2,1,3,3,3,3,3,2,3,5,4,4,4,4,3,4,4,4,finance
1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,3,1,5,2,1,1,1,1,1,1,1,1,1,2,Fashion Design
3,2,2,2,2,2,2,2,4,2,4,3,3,2,3,2,3,4,4,4,5,4,2,5,4,5,4,4,5,5,3,5,3,3,4,4,3,4,2,4,4,3,3,3,3,3,3,3,2,psychology
3,2,1,2,2,1,2,1,4,3,3,4,4,4,3,3,5,4,5,4,5,5,3,4,3,4,5,3,5,3,4,2,2,2,4,3,5,4,2,5,4,2,2,3,3,2,2,3,3,Political Sciences
1,1,2,5,2,1,2,2,4,1,3,3,2,2,2,4,5,5,5,5,3,5,2,5,5,5,5,4,2,3,4,3,3,3,3,2,4,2,4,3,1,3,5,3,2,3,2,2,3,Electronics Engineering
5,1,2,1,3,2,3,3,1,1,2,1,1,2,1,2,3,4,1,5,2,2,2,1,5,5,3,3,3,2,5,5,5,4,3,3,4,3,4,2,5,4,5,4,4,4,5,5,2,Accountant
5,1,1,1,1,1,3,5,5,5,5,3,1,1,1,1,3,5,5,1,5,5,2,5,5,5,3,5,5,5,5,5,1,1,2,5,5,5,5,5,1,5,5,3,1,5,1,1,2,Fashion designing 
4,5,2,2,4,5,4,4,5,5,5,5,5,5,5,1,1,2,2,1,1,2,4,1,5,5,2,2,5,2,4,5,1,1,4,1,4,1,1,2,1,4,1,1,1,4,1,1,3,Psychology
1,1,3,1,3,2,1,1,4,5,5,5,5,5,5,1,1,3,1,3,2,3,5,3,5,3,3,5,5,5,3,3,3,3,1,2,5,2,1,5,2,2,1,3,3,1,2,3,2,science health
2,1,2,1,1,1,3,2,3,5,3,3,4,2,3,2,2,4,4,3,3,2,4,3,2,3,2,2,3,3,2,2,3,2,5,3,4,4,2,2,2,2,3,4,3,3,2,4,2,not sure
4,3,1,1,1,1,1,1,4,3,1,5,4,4,5,1,1,4,1,1,1,1,5,1,4,5,5,4,5,5,5,5,1,1,2,1,1,1,1,1,2,1,1,1,1,5,1,3,2,obstetrict and gynaecologyst
2,1,1,2,1,2,1,2,3,4,4,3,3,3,3,3,4,4,3,5,5,5,3,4,4,3,3,3,5,4,4,3,3,3,3,3,4,3,2,3,2,2,2,3,3,2,3,2,2,psychology
4,4,1,2,1,4,1,1,4,3,4,3,3,4,2,5,4,4,4,5,5,5,1,4,3,5,5,3,5,3,5,4,1,1,4,2,4,1,2,2,4,1,4,2,5,4,3,3,4,Operations Management
3,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,2,4,5,4,4,3,3,5,3,4,3,4,4,5,5,5,4,3,5,1,4,5,3,5,4,4,4,3,3,1,3,1,2,Business
3,4,1,4,1,4,2,5,5,5,5,5,5,2,3,4,1,1,2,1,3,2,3,2,4,2,3,5,4,4,4,1,2,1,2,3,2,1,1,1,1,3,1,2,1,2,1,2,3,medicine
4,3,3,1,1,2,2,2,5,5,5,4,5,5,5,3,4,3,5,5,4,4,3,3,4,5,3,4,4,4,4,4,2,2,4,5,2,4,2,2,2,2,4,2,2,4,2,3,2,"history,education,languange"
1,2,1,1,1,2,1,2,2,4,4,2,2,3,2,3,2,3,3,4,4,3,4,3,4,4,3,4,4,4,4,3,3,2,3,2,4,3,3,3,2,1,2,2,3,2,2,1,3,Human Services 
5,3,3,1,1,1,1,1,5,5,5,5,5,4,5,2,1,5,3,1,4,1,1,1,3,5,3,3,5,5,3,3,1,1,1,3,4,1,1,3,1,3,5,2,2,2,1,2,2,English
